Date,Open,High,Low,Close
2020-10-22,114.37535784081969,114.94991651803686,111.59022713214819,112.71986389160156
2020-10-23,113.34310783010538,113.49892286939378,111.28834343492714,112.02845001220703
2020-10-26,111.02541726060738,113.49892534064216,109.92499395326571,112.03819274902344
2020-10-27,112.46667986652261,114.20982181518612,111.54155210976087,113.54762268066406
2020-10-28,112.03819046643926,112.4082400407623,108.19159026240904,108.28897094726562
2020-10-29,109.42835336524011,113.86897819384106,109.26279802021777,112.3011245727539
2020-10-30,108.15264357304628,109.058298117793,104.90008242224502,106.01023864746094
2020-11-02,106.25368012654585,107.78257980979633,104.51053849295829,105.92257690429688
2020-11-03,106.78930929411845,108.57139766071819,105.88365466238004,107.54888916015625
2020-11-04,111.1520027380027,112.56404116119307,109.40886108978425,111.9407958984375
2020-11-05,114.8622797541516,116.4885678267502,113.81055784373574,115.91400909423828
2020-11-06,115.42137214222052,116.27981104293774,113.2850208285467,115.78231048583984
2020-11-09,117.54796519416685,119.00146077117734,113.20698522415755,113.47036743164062
2020-11-10,112.71923542912484,114.7092525422394,111.33401722344382,113.12894439697266
2020-11-11,114.31907132280901,116.69929092457168,113.58744488961582,116.5627212524414
2020-11-12,116.68953299697138,117.57723580292728,115.66525308607233,116.2895736694336
2020-11-13,116.5139237310225,116.73828495095879,114.98238638204919,116.33833312988281
2020-11-16,116.0066699066951,118.02595829386176,115.25553681069077,117.35286712646484
2020-11-17,116.62124805150194,117.71380535006969,116.04569809530207,116.46516418457031
2020-11-18,115.70425099364262,116.88460709389952,115.109194393329,115.13845825195312
2020-11-19,114.70926343660877,116.14325240275551,113.94837315477305,115.7335433959961
2020-11-20,115.73354084039397,115.86035340373675,114.4166148091823,114.46538543701172
2020-11-23,114.30929761671617,114.7385207767759,110.96332625053886,111.06087493896484
2020-11-24,111.11941434226163,113.01188278583413,109.83174481299207,112.34854125976562
2020-11-25,112.7192403972066,113.8898396262195,112.34854493544476,113.1874771118164
2020-11-27,113.71423500058307,114.61169479519093,113.37281088768742,113.7337417602539
2020-11-30,114.1044534951316,118.00646092624498,113.94836962549256,116.13349914550781
2020-12-01,118.0454701527173,120.44520359107318,117.06996839196347,119.71357727050781
2020-12-02,119.03072137520432,120.34765470402952,117.92840706667509,120.06475830078125
2020-12-03,120.4939775191396,120.7476100677901,119.2160725590913,119.92819213867188
2020-12-04,119.59652058101604,119.85015313585949,118.54297683857845,119.25509643554688
2020-12-07,119.31362823363807,121.51826448637165,119.25510050455729,120.71835327148438
2020-12-08,121.32317422873233,121.91823098434014,120.07452554250538,121.33292388916016
2020-12-09,121.47923011856346,122.86444079891501,118.03571017773018,118.79660034179688
2020-12-10,117.54796013053175,120.83540368650691,117.20653600869163,120.22083282470703
2020-12-11,119.4306853501199,119.75260272945025,117.5967446503537,119.41117858886719
2020-12-14,119.59651146844232,120.32813777119685,118.56248200881195,118.79660034179688
2020-12-15,121.29389217444482,124.76668369873353,121.08903768627563,124.7471694946289
2020-12-16,124.28869163586886,125.22516505635238,123.45950912702416,124.67888641357422
2020-12-17,125.74218602149824,126.40553503820574,124.90325381167773,125.54708862304688
2020-12-18,125.80072510268418,125.93729476626045,123.03029597909021,123.55706787109375
2020-12-21,121.95724749910264,125.16664972835389,120.42570977316707,125.08860778808594
2020-12-22,128.38579552066017,131.11720360206039,126.47380539818704,128.64918518066406
2020-12-23,128.92232344418136,129.18569821705117,127.57612617627443,127.75172424316406
2020-12-24,128.10288361785547,130.19045655011695,127.8882720644009,128.73695373535156
2020-12-28,130.70748731350233,133.97540930683178,130.23923574746274,133.34133911132812
2020-12-29,134.66803693280866,135.38989879452387,131.04891842415702,131.56593322753906
2020-12-30,132.25855654199404,132.6585159150223,130.13195454477884,130.44412231445312
2020-12-31,130.79529332577445,131.4391281363561,128.4931083029186,129.43934631347656
2021-01-04,130.24902146218815,130.33681306322433,123.65462635170266,126.23970794677734
2021-01-05,125.732432185154,128.5126183969194,125.28369478714089,127.80049133300781
2021-01-06,124.59109992908554,127.83952293982475,123.28392355422082,123.49853515625
2021-01-07,125.21538762517164,128.40528206709442,124.7276368187297,127.7126693725586
2021-01-08,129.18569826826229,129.38081053932285,127.03959725138373,128.8150177001953
2021-01-11,126.02509052127691,126.98107819787433,125.35199184107861,125.82022857666016
2021-01-12,125.35197692534697,126.51282640843073,123.75215462457815,125.6446304321289
2021-01-13,125.60560987814115,128.2297121742047,125.34223510205064,127.68343353271484
2021-01-14,127.59563563257835,127.79073301132566,125.60560366841855,125.75193786621094
2021-01-15,125.6251291671953,127.02985423644121,123.88873703575999,124.02530670166016
2021-01-19,124.64962433562887,125.5568487900098,123.83020635972,124.69840240478516
2021-01-20,125.50808026921992,129.24425439918255,125.40077446290326,128.79551696777344
2021-01-21,130.52216914763383,136.24836106173234,130.31730718048644,133.51695251464844
2021-01-22,132.94136689721347,136.42391501700993,131.71224014697756,135.66302490234375
2021-01-25,139.5650506326583,141.53555356505598,133.19501014057846,139.41871643066406
2021-01-26,140.08208578785434,140.7649341749513,137.90670572506042,139.65286254882812
2021-01-27,139.9162055519511,140.76490217618246,136.9702010537378,138.57977294921875
2021-01-28,136.10198289742493,138.51147296051485,133.3510613316406,133.73150634765625
2021-01-29,132.5023899646368,133.39010003222583,127.020075493765,128.72720336914062
2021-02-01,130.47336045084296,132.06343308345475,127.72243834178269,130.8538055419922
2021-02-02,132.40489117685644,132.97068416101988,131.31233362673686,131.6830291748047
2021-02-03,132.43412757446322,132.4438921194795,130.33680452281126,130.65872192382812
2021-02-04,132.96090698056452,134.03395009949696,131.29279224448268,134.02420043945312
2021-02-05,134.18538039178418,134.25375979845862,132.72970551008535,133.6089630126953
2021-02-08,132.8958097444442,133.80438990060523,131.81138402031524,133.7555389404297
2021-02-09,133.47218176230825,134.70316008517767,132.71993379523988,132.87623596191406
2021-02-10,133.3354359263558,133.83369484015344,131.3033582625716,132.2705535888672
2021-02-11,132.76880394646017,133.2475195180307,130.68789013114852,132.0165557861328
2021-02-12,131.25451909060936,132.40732418293499,130.60972222173942,132.25100708007812
2021-02-16,132.3682563100343,132.87626454864636,129.7304535690892,130.12124633789062
2021-02-17,128.2259277405819,129.17357959912786,126.48694111313472,127.82537078857422
2021-02-18,126.22316901372119,127.00473962361812,124.4744180042341,126.72142791748047
2021-02-19,127.23923179401972,127.69840402791259,125.8324074950476,126.87774658203125
2021-02-22,125.06059198229507,126.73119944348443,122.70612324188585,123.09690856933594
2021-02-23,120.9085152328345,123.790542905723,115.66223979910613,122.96012878417969
2021-02-24,122.06130356973459,122.66701359640332,119.41374462576346,122.46185302734375
2021-02-25,121.80731459672973,123.54630136895392,117.76270273555825,118.20233154296875
2021-02-26,119.76546840374732,121.97339908752899,118.4074952170664,118.46611785888672
2021-03-01,120.89874001257695,124.98243108447949,119.96085977236707,124.84565734863281
2021-03-02,125.45137262840403,125.75422768741775,122.12970884679918,122.23717498779297
2021-03-03,121.93431943503865,122.81358452353464,119.03274836980684,119.2476806640625
2021-03-04,118.944829308409,120.7522030474246,115.88694849490929,117.36215209960938
2021-03-05,118.19256415106085,119.13044438108311,114.86112866250235,118.62242126464844
2021-03-08,118.14372104814352,118.2121079198701,113.53247068712139,113.67901611328125
2021-03-09,116.28748419318423,119.24767018634864,116.05301600805683,118.30001831054688
2021-03-10,118.88621431520569,119.35515074210788,116.6978194776284,117.21561431884766
2021-03-11,119.71662459706546,120.37118570913563,118.46611756098815,119.14998626708984
2021-03-12,117.62593507823823,118.37819067624436,116.41450728444738,118.24141693115234
2021-03-15,118.61266679333781,121.14298854077106,117.64547143758236,121.13321685791016
2021-03-16,122.80381327731409,124.28879597729674,121.84639708591334,122.67681121826172
2021-03-17,121.19181960287058,122.96011377623877,119.52121242763155,121.88545989990234
2021-03-18,120.04879862379342,120.34188949905379,117.54778431505103,117.75294494628906
2021-03-19,117.13746478153267,118.6322118694799,116.92253246365073,117.22538757324219
2021-03-22,117.55752657496913,121.01596375081832,117.48913971500637,120.5470199584961
2021-03-23,120.48841264153353,121.37744187905922,119.32582849269843,119.71661376953125
2021-03-24,119.99017731828248,120.0683358748522,117.303538428483,117.32307434082031
2021-03-25,116.78573572681165,118.85689248276148,116.25817671953361,117.81153869628906
2021-03-26,117.57706588103078,118.68103480697057,116.18001359832799,118.41725158691406
2021-03-29,118.84713597082144,119.75570869039201,117.94833493419104,118.59312438964844
2021-03-30,117.34261178230456,117.6259309453577,116.12141234859779,117.137451171875
2021-03-31,118.84713726365028,120.67404695199468,118.35865746187088,119.33561706542969
2021-04-01,120.81081245730563,121.31882810556307,119.66776420491013,120.166015625
2021-04-05,121.01597988601445,123.25321810824464,120.23440927913929,122.99920654296875
2021-04-06,123.58538215009409,124.20086397868832,122.75496802953083,123.30206298828125
2021-04-07,122.9308040653247,124.97264564977796,122.25669968882636,124.95310974121094
2021-04-08,125.97892879329865,127.38575290591113,125.55884334959268,127.3564453125
2021-04-09,126.80934062609239,129.97467972929905,126.48694221609573,129.93560791015625
2021-04-12,129.4666628353656,129.7890612236751,127.62021018029645,128.21615600585938
2021-04-13,129.38851701920058,131.5573682758643,128.89025813953373,131.33265686035156
2021-04-14,131.83094771123694,131.88956290959672,128.62652100497414,128.9879913330078
2021-04-15,130.7367214787142,131.88952648063574,130.56086102498654,131.4010467529297
2021-04-16,131.20566716980846,131.56713742369558,130.2091642804324,131.0688934326172
2021-04-19,130.4338725171409,132.34871991709494,130.26779117185836,131.7332305908203
2021-04-20,131.90908720345354,132.40733122468578,128.77304037969012,130.0430908203125
2021-04-21,129.31038459657415,130.66835796341914,128.27480971487938,130.4241180419922
2021-04-22,129.97471695767567,131.05914286292207,128.38228272197372,128.9000701904297
2021-04-23,129.1149534004929,132.0067447760847,129.1149534004929,131.22518920898438
2021-04-26,131.72343292327406,131.94812940312053,130.48269035616056,131.615966796875
2021-04-27,131.89930451580292,132.2900972832069,131.02004687677868,131.29359436035156
2021-04-28,131.215434597292,131.9090824360274,130.0137785264441,130.50225830078125
2021-04-29,133.32565508852434,133.91183671153877,129.39827399165063,130.404541015625
2021-04-30,128.74374116163304,130.4827281416953,128.05010815991602,128.43112182617188
2021-05-03,128.99772630286216,130.98096780991455,128.79257315513814,129.4862060546875
2021-05-04,128.1673226815826,128.4604135210105,123.78076904048892,124.9042739868164
2021-05-05,126.22316795915263,127.44436736840763,125.02151191446714,125.14852142333984
2021-05-06,124.94334384163355,126.76048902041141,124.20085257038014,126.75072479248047
2021-05-07,128.05228747592136,128.45350987129697,126.71156944514985,127.42597198486328
2021-05-10,126.6430870741667,126.77029738873343,124.09867172726177,124.1378173828125
2021-05-11,120.85945805547941,123.57022965949967,120.14506283201645,123.21793365478516
2021-05-12,120.76159245913604,121.97507799254855,119.6361790565564,120.14505767822266
2021-05-13,121.91635098532697,123.45278244324763,121.6031932189441,122.29801177978516
2021-05-14,123.55065100975592,125.15558560180872,123.15920190934219,124.72499084472656
2021-05-17,124.10844907203442,124.21609774874598,122.49372638763057,123.57020568847656
2021-05-18,123.85400999222864,124.27481643282015,122.11206948298421,122.18057250976562
2021-05-19,120.526708706034,122.24907261430089,120.23312004612022,122.02399444580078
2021-05-20,122.55246033737806,124.98921955050378,122.42523508929487,124.58798217773438
2021-05-21,125.08709084369087,125.26324257721592,122.53289444071314,122.7481918334961
2021-05-24,123.31577808732766,125.20451299175396,123.24727505830785,124.3824691772461
2021-05-25,125.08706463603312,125.57638154110205,123.61913631963486,124.18673706054688
2021-05-26,124.24546606900942,124.66627253334183,123.71701091848011,124.1378173828125
2021-05-27,123.73658094675875,124.91092068620033,122.40565859338099,122.60137939453125
2021-05-28,122.88518253436054,123.11026818036667,121.88699448010973,121.94570922851562
2021-06-01,122.40566275113609,122.66988658829085,121.29003772089115,121.62276458740234
2021-06-02,121.62277149311544,122.56224486317687,121.3976932979945,122.38609313964844
2021-06-03,122.01420743170851,122.18057085645934,120.49734511687012,120.8985824584961
2021-06-04,121.41724762618904,123.46256502652562,121.20195027180942,123.19833374023438
2021-06-07,123.47236136545236,123.61915571337562,122.16101544755143,123.20813751220703
2021-06-08,123.89316818793841,125.7134076544098,123.51150736205156,124.0301742553711
2021-06-09,124.49011076278654,125.01856587063828,123.81486132504213,124.41181945800781
2021-06-10,124.30418229225445,125.4491721984384,123.24727944494147,123.41364288330078
2021-06-11,123.82465373659475,124.71520055906231,123.40384729220447,124.62712097167969
2021-06-14,125.0870781916131,127.74891555547661,124.3531139538749,127.69020080566406
2021-06-15,127.1617680373222,127.80766022608664,126.62352454668518,126.86817932128906
2021-06-16,127.58253825336777,128.09142425066744,125.7133875464811,127.36724090576172
2021-06-17,127.02474109836618,129.71594317700723,126.87793929818906,128.97218322753906
2021-06-18,127.91530907176109,128.69819240536265,127.45535690037185,127.670654296875
2021-06-21,127.51406019462506,129.57894690634825,126.44736905581905,129.47129821777344
2021-06-22,129.30493548234813,131.21323957880873,128.80583022689916,131.11537170410156
2021-06-23,130.9098953997532,131.44813894969366,130.38143266615927,130.8413848876953
2021-06-24,131.57532865567404,131.76126866490313,130.087823514383,130.5575714111328
2021-06-25,130.6064996773828,131.0272986841677,129.97038836120007,130.26397705078125
2021-06-28,130.5575512774318,132.35820647299622,130.4988365325281,131.89825439453125
2021-06-29,131.91784473362776,133.57171323969362,131.4774691683095,133.41513061523438
2021-06-30,133.2585598021392,134.47205285044467,132.96497108839114,134.03167724609375
2021-07-01,133.67936427909643,134.3937519835152,132.85731295249462,134.3350372314453
2021-07-02,134.9515314349465,137.00663696239783,134.804744582645,136.96749877929688
2021-07-06,137.07515561633554,140.08928866847637,137.07515561633554,138.98345947265625
2021-07-07,140.4709819568287,141.79212374224406,139.60980728509813,141.47897338867188
2021-07-08,138.552902550019,140.97987388720128,137.66235553006024,140.1774139404297
2021-07-09,139.69788914827862,142.53587882170598,139.60002125641816,142.00743103027344
2021-07-12,143.08390667456425,143.1915553739894,140.92115187067475,141.41046142578125
2021-07-13,140.95048491894528,144.30715565248005,140.55904331544653,142.52606201171875
2021-07-14,144.9334606673518,146.37203160132475,144.5224276011833,145.96099853515625
2021-07-15,146.04907294426016,146.79281784563116,143.94503359561688,145.30531311035156
2021-07-16,145.28577338362382,146.55796605066817,142.76093474422927,143.26002502441406
2021-07-19,140.67648937620848,140.98965464191818,138.64095994672076,139.40428161621094
2021-07-20,140.39267418261483,143.9548463868521,139.903364731854,143.025146484375
2021-07-21,142.4184239807626,143.00560136245917,141.53767284075886,142.29119873046875
2021-07-22,142.81965721627964,145.03133074908345,142.6924319696775,143.66127014160156
2021-07-23,144.39522150375126,145.540203823437,143.77868681909763,145.3836212158203
2021-07-26,145.09983651776034,146.6264796970787,144.54201654625697,145.804443359375
2021-07-27,145.93165788061674,146.01974493776575,142.43799587828508,143.6319122314453
2021-07-28,141.71379405719455,143.82761436860707,139.49232507438956,141.88015747070312
2021-07-29,141.5963770040042,143.4166088320994,141.48872832316107,142.52606201171875
2021-07-30,141.29302673523125,143.2013309437346,141.02879540404095,142.7413787841797
2021-08-02,143.23065133870858,143.8080328596919,142.1443838493398,142.4086151123047
2021-08-03,142.69242718670878,144.87474327138378,142.0758924677375,144.20928955078125
2021-08-04,144.12120964935443,144.63008072615645,143.15237156220167,143.80804443359375
2021-08-05,143.83744963682219,144.67906276836962,143.044770453077,143.91574096679688
2021-08-06,143.43546923928326,144.1803285775889,142.729806727241,143.22964477539062
2021-08-09,143.2884587780675,143.7785013969767,142.6220079947097,143.18064880371094
2021-08-10,143.52366155504902,144.7683737944324,142.4063651616791,142.7003936767578
2021-08-11,143.14143401871405,143.79808925109194,142.63178557160285,142.95521545410156
2021-08-12,143.27863902013124,146.08168292330208,142.93560326308238,145.92486572265625
2021-08-13,146.0032909277299,146.4639321601955,145.31723429051934,146.13070678710938
2021-08-16,145.58183697281834,148.17907151070028,143.55306855336707,148.11045837402344
2021-08-17,147.2382019565344,148.65932256875118,146.12090537704304,147.19900512695312
2021-08-18,146.81674649893367,147.7184229688791,143.239427019952,143.44525146484375
2021-08-19,142.1417628423952,145.05261723602476,141.6223188554431,143.77850341796875
2021-08-20,144.50375147276918,145.54263929990177,143.85689170892408,145.2388153076172
2021-08-23,145.356402920628,147.19896749305934,144.94476901815275,146.72853088378906
2021-08-24,146.47373764386114,147.85566143575133,146.17970907783348,146.64035034179688
2021-08-25,146.82657724516397,147.326430322186,144.85661116459667,145.40545654296875
2021-08-26,145.39564242211458,146.15029724311051,144.57235950525344,144.6017608642578
2021-08-27,144.54298029609936,145.78769285270545,143.90593081349903,145.64068603515625
2021-08-30,146.0327017624141,150.43328990399013,145.6504691143869,150.07064819335938
2021-08-31,149.6197772630391,149.75698856261775,148.27705066547293,148.80630493164062
2021-09-01,149.7864127413778,151.89358979635324,149.30616564221367,149.4727783203125
2021-09-02,150.80570783515978,151.6387862531272,149.3649813670927,150.590087890625
2021-09-03,150.69787277040314,151.55055693814364,150.04121757771816,151.2271270751953
2021-09-07,151.8838320336956,154.12822096632485,151.31538072058186,153.569580078125
2021-09-08,153.85378127804458,153.9125840013745,150.91352547223326,152.02102661132812
2021-09-09,152.39345874260397,153.00110680340413,150.8841191042815,151.00173950195312
2021-09-10,151.9131926811076,152.38362934848664,145.73865347147373,146.00328063964844
2021-09-13,147.63024065247,148.4045013917985,145.78767566355324,146.57174682617188
2021-09-14,147.35576604110295,148.0614283431995,143.9842716988435,145.170166015625
2021-09-15,145.6014620086623,146.4639418122294,143.45507292336683,146.06210327148438
2021-09-16,145.48383770122956,146.0032816187781,144.28813265765052,145.8268585205078
2021-09-17,145.85627435363685,145.85627435363685,142.85720133218834,143.15122985839844
2021-09-20,140.93622697556916,141.95550880252938,138.45661310463927,140.09335327148438
2021-09-21,141.0636509821954,141.72032120475433,139.93655902151735,140.5736083984375
2021-09-22,141.5733214088711,143.5138861540785,140.83825741925605,142.94544982910156
2021-09-23,143.72947595082067,144.15092032629136,142.7395953696922,143.90589904785156
2021-09-24,142.75922331584852,144.53317525304487,142.66120880736443,143.99412536621094
2021-09-27,142.57302062293067,143.05326784019874,140.95588573699447,142.47500610351562
2021-09-28,140.39718798406145,141.8673156069312,138.86825764906274,139.08387756347656
2021-09-29,139.63271870945067,141.5732829271844,139.20147889330738,139.9855499267578
2021-09-30,140.79904018482358,141.50470270899655,138.46643267686778,138.6820526123047
2021-10-01,139.07406401271928,140.07375496115557,136.33963327586,139.8091278076172
2021-10-04,138.93686741546034,139.3779177030337,135.51637976546095,136.36904907226562
2021-10-05,136.712116912098,139.4073517440064,136.58470102538,138.2998504638672
2021-10-06,136.69250441148458,139.31912596056787,135.61440454885152,139.172119140625
2021-10-07,140.21097072484505,141.34787301957712,139.87774538308582,140.43638610839844
2021-10-08,141.1617005185067,141.30870734815736,139.72097376826417,140.05419921875
2021-10-11,139.43670304056715,141.92611246579827,138.98585734131962,139.9659423828125
2021-10-12,140.37758102047312,140.3971869093365,138.2311923147278,138.69183349609375
2021-10-13,138.4272507387237,138.58405301825053,136.42786838688212,138.10382080078125
2021-10-14,139.2798991998456,141.01465407700306,138.69184213659864,140.89703369140625
2021-10-15,140.90683736173654,142.01432334240727,140.6520056675818,141.9555206298828
2021-10-18,140.59322990540383,143.9157183941278,140.30901175541666,143.63150024414062
2021-10-19,144.08230590025846,146.1992933162076,143.63147512671546,145.79745483398438
2021-10-20,145.73864560326368,146.76773790846218,145.17019447320249,146.28749084472656
2021-10-21,145.8464575874455,146.6599299941147,144.92517522435247,146.50311279296875
2021-10-22,146.7089517488773,147.18918391188018,145.6798593275794,145.72886657714844
2021-10-25,145.71905217231605,146.3953133151153,144.68016431145858,145.6798553466797
2021-10-26,146.3561394633592,147.8360628807674,146.04250498938632,146.34634399414062
2021-10-27,146.38553450817577,146.74816126750608,145.53286512059833,145.8856964111328
2021-10-28,146.8363517619426,150.11962775999444,146.73833727338112,149.53158569335938
2021-10-29,144.2881507382271,146.953983796825,143.49428408381266,146.8167724609375
2021-11-01,146.02288585396352,146.71873790698544,144.85658218082636,145.9934844970703
2021-11-02,145.69947786176533,148.5515295481681,145.68966743805245,147.0323944091797
2021-11-03,147.3950294474851,148.94356603476174,146.83638859629943,148.47312927246094
2021-11-04,148.56133770070423,149.3944012671414,147.6400550878904,147.9536895751953
2021-11-05,149.08241350820953,149.3866809675717,147.28623804705754,148.4836883544922
2021-11-08,148.61126618413505,148.76831225932858,147.3843718030694,147.65919494628906
2021-11-09,147.42365944999992,148.63091960276915,147.28624784705661,148.0223846435547
2021-11-10,147.24697984100837,147.35494715999016,145.11709270904024,145.185791015625
2021-11-11,146.20653610928377,146.6678345546003,144.95018265704954,145.1366729736328
2021-11-12,145.686322190006,147.6199087069909,144.75388556458995,147.21749877929688
2021-11-15,147.59051197583477,149.0726102775832,146.6678848155588,147.22735595703125
2021-11-16,147.16841266287602,148.6897644371562,146.5794974674335,148.2088165283203
2021-11-17,148.20886785237,152.13493057693609,148.19905808718525,150.65284729003906
2021-11-18,150.86875026761706,155.73705863714747,150.22094645963304,154.95184326171875
2021-11-19,154.7359321301873,158.04364996719235,153.63663942388337,157.58233642578125
2021-11-22,158.69139838326845,162.63709437784217,158.02397511818643,158.04360961914062
2021-11-23,158.14178946554063,158.8092278647629,156.11986971576832,158.4264373779297
2021-11-24,157.77863404441763,159.1429401409732,156.68915112006468,158.94664001464844
2021-11-26,156.62044578974744,157.48416930217962,153.4697742384674,153.9114532470703
2021-11-29,156.4241473557717,158.21051306195648,155.85486647061634,157.278076171875
2021-11-30,157.03266219414206,162.46044143301737,156.963948923827,162.2445068359375
2021-12-01,164.3842181801369,167.1520991872997,161.48875033716251,161.7243194580078
2021-12-02,155.80577421667738,161.16484040312477,154.8831472601401,160.73297119140625
2021-12-03,160.98822293724749,161.9108501696385,156.76770207457696,158.8485107421875
2021-12-06,161.2531853471854,164.77683760268036,161.24337558317583,162.26416015625
2021-12-07,165.95464971119893,168.4084385672728,165.22832281817514,168.0158233642578
2021-12-08,168.94826702497062,172.70747316976616,167.54469207856837,171.84373474121094
2021-12-09,171.67687992199998,173.48286484992437,170.70517418411447,171.33334350585938
